<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.27	14:06:00	152.594	152.611	152.585	152.608	51	0	3
2025.10.27	14:07:00	152.616	152.625	152.597	152.620	49	0	3
2025.10.27	14:08:00	152.612	152.614	152.588	152.609	37	0	4
2025.10.27	14:09:00	152.608	152.611	152.594	152.601	35	0	4
2025.10.27	14:10:00	152.602	152.604	152.596	152.597	31	0	4
2025.10.27	14:11:00	152.599	152.626	152.587	152.619	50	0	4
2025.10.27	14:12:00	152.620	152.651	152.620	152.651	41	0	4
2025.10.27	14:13:00	152.649	152.663	152.645	152.660	50	0	4
2025.10.27	14:14:00	152.661	152.673	152.655	152.655	32	0	4
2025.10.27	14:15:00	152.655	152.677	152.655	152.670	37	0	4
2025.10.27	14:16:00	152.669	152.674	152.655	152.669	37	0	4
2025.10.27	14:17:00	152.669	152.701	152.668	152.698	41	0	4
2025.10.27	14:18:00	152.699	152.706	152.694	152.703	27	0	4
2025.10.27	14:19:00	152.703	152.706	152.670	152.676	31	0	4
2025.10.27	14:20:00	152.678	152.678	152.640	152.655	50	0	3
2025.10.27	14:21:00	152.657	152.668	152.653	152.660	32	0	3
2025.10.27	14:22:00	152.660	152.671	152.643	152.658	52	0	4
2025.10.27	14:23:00	152.655	152.674	152.655	152.670	41	0	4
2025.10.27	14:24:00	152.671	152.685	152.670	152.679	42	0	4
2025.10.27	14:25:00	152.679	152.692	152.676	152.692	33	0	4
2025.10.27	14:26:00	152.692	152.706	152.692	152.705	25	0	4
2025.10.27	14:27:00	152.705	152.730	152.705	152.730	16	0	4
2025.10.27	14:28:00	152.729	152.745	152.726	152.744	15	0	4
2025.10.27	14:29:00	152.741	152.742	152.734	152.742	21	0	3
2025.10.27	14:30:00	152.740	152.757	152.731	152.741	35	0	4
2025.10.27	14:31:00	152.734	152.741	152.724	152.737	30	0	4
2025.10.27	14:32:00	152.736	152.747	152.734	152.736	29	0	4
2025.10.27	14:33:00	152.736	152.747	152.734	152.745	35	0	4
2025.10.27	14:34:00	152.746	152.751	152.744	152.749	27	0	4
2025.10.27	14:35:00	152.750	152.786	152.750	152.785	52	0	4
2025.10.27	14:36:00	152.783	152.805	152.775	152.798	46	0	4
2025.10.27	14:37:00	152.798	152.830	152.798	152.830	54	0	4
2025.10.27	14:38:00	152.828	152.830	152.804	152.806	44	0	4
2025.10.27	14:39:00	152.807	152.822	152.804	152.817	32	0	4
2025.10.27	14:40:00	152.819	152.832	152.816	152.821	51	0	4
2025.10.27	14:41:00	152.820	152.844	152.818	152.828	41	0	4
2025.10.27	14:42:00	152.828	152.841	152.824	152.841	32	0	3
2025.10.27	14:43:00	152.841	152.842	152.825	152.828	28	0	4
2025.10.27	14:44:00	152.827	152.827	152.815	152.822	31	0	4
2025.10.27	14:45:00	152.821	152.825	152.805	152.814	50	0	4
2025.10.27	14:46:00	152.814	152.819	152.793	152.819	41	0	4
2025.10.27	14:47:00	152.819	152.831	152.816	152.825	42	0	4
2025.10.27	14:48:00	152.825	152.842	152.825	152.840	21	0	4
2025.10.27	14:49:00	152.841	152.841	152.807	152.816	43	0	4
2025.10.27	14:50:00	152.816	152.821	152.806	152.810	35	0	4
2025.10.27	14:51:00	152.811	152.823	152.806	152.821	32	0	4
2025.10.27	14:52:00	152.821	152.826	152.810	152.826	33	0	4
2025.10.27	14:53:00	152.828	152.841	152.820	152.828	27	0	4
2025.10.27	14:54:00	152.830	152.830	152.815	152.822	36	0	4
2025.10.27	14:55:00	152.822	152.839	152.822	152.833	33	0	4
2025.10.27	14:56:00	152.832	152.854	152.828	152.854	39	0	4
2025.10.27	14:57:00	152.853	152.897	152.853	152.886	48	0	4
2025.10.27	14:58:00	152.887	152.887	152.870	152.879	49	0	4
2025.10.27	14:59:00	152.883	152.888	152.841	152.841	43	0	4
2025.10.27	15:00:00	152.844	152.860	152.834	152.844	50	0	3
2025.10.27	15:01:00	152.845	152.845	152.815	152.818	43	0	3
2025.10.27	15:02:00	152.817	152.834	152.807	152.823	39	0	2
2025.10.27	15:03:00	152.822	152.864	152.816	152.864	37	0	3
2025.10.27	15:04:00	152.865	152.880	152.851	152.865	45	0	4
2025.10.27	15:05:00	152.864	152.877	152.861	152.875	34	0	4
2025.10.27	15:06:00	152.879	152.887	152.873	152.875	28	0	4
2025.10.27	15:07:00	152.874	152.888	152.869	152.888	34	0	3
2025.10.27	15:08:00	152.889	152.889	152.873	152.875	27	0	3
2025.10.27	15:09:00	152.875	152.894	152.861	152.862	36	0	4
2025.10.27	15:10:00	152.862	152.864	152.856	152.857	29	0	3
2025.10.27	15:11:00	152.857	152.859	152.818	152.821	44	0	4
2025.10.27	15:12:00	152.822	152.840	152.815	152.815	41	0	3
2025.10.27	15:13:00	152.813	152.841	152.809	152.840	36	0	4
2025.10.27	15:14:00	152.839	152.841	152.830	152.840	37	0	4
2025.10.27	15:15:00	152.841	152.875	152.840	152.867	31	0	4
2025.10.27	15:16:00	152.866	152.887	152.866	152.870	30	0	4
2025.10.27	15:17:00	152.867	152.883	152.865	152.880	32	0	4
2025.10.27	15:18:00	152.880	152.880	152.854	152.863	35	0	4
2025.10.27	15:19:00	152.862	152.865	152.861	152.862	24	0	4
2025.10.27	15:20:00	152.862	152.880	152.858	152.880	33	0	4
2025.10.27	15:21:00	152.880	152.882	152.872	152.876	25	0	4
2025.10.27	15:22:00	152.877	152.888	152.869	152.885	34	0	4
2025.10.27	15:23:00	152.886	152.887	152.871	152.886	22	0	4
2025.10.27	15:24:00	152.886	152.911	152.880	152.909	46	0	4
2025.10.27	15:25:00	152.909	152.931	152.905	152.911	43	0	3
2025.10.27	15:26:00	152.912	152.931	152.906	152.923	43	0	4
2025.10.27	15:27:00	152.922	152.933	152.921	152.931	46	0	4
2025.10.27	15:28:00	152.932	152.966	152.932	152.955	45	0	4
2025.10.27	15:29:00	152.953	152.965	152.950	152.956	35	0	4
2025.10.27	15:30:00	152.956	152.991	152.956	152.991	62	0	4
2025.10.27	15:31:00	152.990	153.000	152.976	152.979	58	0	4
2025.10.27	15:32:00	152.979	152.980	152.942	152.955	53	0	3
2025.10.27	15:33:00	152.956	152.993	152.956	152.980	51	0	4
2025.10.27	15:34:00	152.980	153.001	152.976	152.994	50	0	4
2025.10.27	15:35:00	152.994	153.020	152.982	153.001	69	0	3
2025.10.27	15:36:00	153.001	153.028	153.000	153.028	59	0	4
2025.10.27	15:37:00	153.026	153.039	153.022	153.030	49	0	4
2025.10.27	15:38:00	153.035	153.049	153.025	153.041	42	0	4
2025.10.27	15:39:00	153.041	153.062	153.041	153.062	47	0	4
2025.10.27	15:40:00	153.063	153.115	153.063	153.096	60	0	3
2025.10.27	15:41:00	153.097	153.152	153.097	153.124	71	0	4
2025.10.27	15:42:00	153.125	153.132	153.100	153.118	65	0	3
2025.10.27	15:43:00	153.121	153.144	153.120	153.138	63	0	4
2025.10.27	15:44:00	153.140	153.185	153.138	153.166	66	0	4
2025.10.27	15:45:00	153.168	153.181	153.158	153.174	65	0	4
2025.10.27	15:46:00	153.171	153.191	153.167	153.183	54	0	4
2025.10.27	15:47:00	153.183	153.195	153.175	153.175	50	0	3
2025.10.27	15:48:00	153.176	153.195	153.163	153.165	59	0	4
2025.10.27	15:49:00	153.166	153.168	153.133	153.135	57	0	4
2025.10.27	15:50:00	153.135	153.147	153.101	153.105	59	0	4
2025.10.27	15:51:00	153.105	153.137	153.103	153.130	50	0	3
2025.10.27	15:52:00	153.131	153.164	153.107	153.156	51	0	3
2025.10.27	15:53:00	153.158	153.173	153.135	153.135	55	0	4
2025.10.27	15:54:00	153.137	153.149	153.132	153.148	52	0	4
2025.10.27	15:55:00	153.147	153.158	153.123	153.144	59	0	4
2025.10.27	15:56:00	153.145	153.153	153.129	153.131	51	0	4
2025.10.27	15:57:00	153.131	153.131	153.116	153.124	40	0	3
2025.10.27	15:58:00	153.122	153.151	153.119	153.133	54	0	3
2025.10.27	15:59:00	153.131	153.140	153.109	153.109	54	0	4
2025.10.27	16:00:00	153.108	153.136	153.084	153.131	51	0	3
2025.10.27	16:01:00	153.133	153.148	153.119	153.122	58	0	3
2025.10.27	16:02:00	153.120	153.155	153.120	153.153	56	0	4
2025.10.27	16:03:00	153.159	153.189	153.159	153.164	67	0	4
2025.10.27	16:04:00	153.164	153.179	153.115	153.121	51	0	3
2025.10.27	16:05:00	153.123	153.129	153.110	153.114	48	0	3
2025.10.27	16:06:00	153.114	153.141	153.114	153.140	36	0	3
2025.10.27	16:07:00	153.140	153.152	153.132	153.144	41	0	3
2025.10.27	16:08:00	153.144	153.144	153.134	153.140	37	0	4
2025.10.27	16:09:00	153.139	153.140	153.119	153.121	33	0	4
2025.10.27	16:10:00	153.120	153.124	153.094	153.094	39	0	3
2025.10.27	16:11:00	153.098	153.108	153.089	153.108	43	0	3
2025.10.27	16:12:00	153.114	153.128	153.106	153.115	42	0	4
2025.10.27	16:13:00	153.111	153.111	153.079	153.084	47	0	4
2025.10.27	16:14:00	153.083	153.086	153.073	153.076	31	0	3
2025.10.27	16:15:00	153.076	153.082	153.036	153.038	46	0	4
2025.10.27	16:16:00	153.038	153.055	153.034	153.041	44	0	3
2025.10.27	16:17:00	153.037	153.072	153.037	153.072	45	0	4
2025.10.27	16:18:00	153.072	153.084	153.065	153.066	46	0	4
2025.10.27	16:19:00	153.065	153.073	153.058	153.058	44	0	3
2025.10.27	16:20:00	153.057	153.072	153.032	153.072	61	0	4
2025.10.27	16:21:00	153.071	153.074	153.050	153.061	50	0	3
2025.10.27	16:22:00	153.058	153.084	153.058	153.077	35	0	4
2025.10.27	16:23:00	153.079	153.079	153.056	153.056	31	0	4
2025.10.27	16:24:00	153.058	153.071	153.046	153.061	46	0	4
2025.10.27	16:25:00	153.061	153.082	153.050	153.059	53	0	3
2025.10.27	16:26:00	153.058	153.062	153.035	153.048	45	0	4
2025.10.27	16:27:00	153.049	153.049	153.034	153.038	37	0	4
2025.10.27	16:28:00	153.038	153.056	153.035	153.046	56	0	4
2025.10.27	16:29:00	153.049	153.049	153.022	153.026	43	0	4
2025.10.27	16:30:00	153.026	153.064	153.013	153.062	64	0	2
2025.10.27	16:31:00	153.063	153.071	153.048	153.071	37	0	4
2025.10.27	16:32:00	153.071	153.096	153.070	153.081	59	0	4
2025.10.27	16:33:00	153.080	153.085	153.065	153.065	51	0	4
2025.10.27	16:34:00	153.066	153.080	153.054	153.059	53	0	4
2025.10.27	16:35:00	153.059	153.085	153.059	153.077	47	0	4
2025.10.27	16:36:00	153.080	153.080	153.058	153.060	36	0	4
2025.10.27	16:37:00	153.063	153.084	153.061	153.070	32	0	4
2025.10.27	16:38:00	153.071	153.071	153.051	153.060	27	0	4
2025.10.27	16:39:00	153.060	153.086	153.060	153.069	49	0	4
2025.10.27	16:40:00	153.068	153.082	153.050	153.075	44	0	3
2025.10.27	16:41:00	153.076	153.076	153.058	153.059	33	0	3
2025.10.27	16:42:00	153.061	153.071	153.052	153.065	45	0	4
2025.10.27	16:43:00	153.069	153.069	153.046	153.047	47	0	3
2025.10.27	16:44:00	153.048	153.075	153.047	153.072	40	0	4
2025.10.27	16:45:00	153.074	153.083	153.068	153.075	32	0	4
2025.10.27	16:46:00	153.076	153.085	153.058	153.063	31	0	4
2025.10.27	16:47:00	153.064	153.079	153.060	153.074	36	0	4
2025.10.27	16:48:00	153.073	153.076	153.060	153.072	32	0	4
2025.10.27	16:49:00	153.072	153.081	153.062	153.071	37	0	4
2025.10.27	16:50:00	153.060	153.095	153.059	153.077	41	0	4
2025.10.27	16:51:00	153.077	153.077	153.038	153.038	43	0	4
2025.10.27	16:52:00	153.030	153.050	153.030	153.044	49	0	4
2025.10.27	16:53:00	153.046	153.049	153.036	153.043	51	0	3
2025.10.27	16:54:00	153.042	153.059	153.038	153.041	47	0	4
2025.10.27	16:55:00	153.040	153.046	153.035	153.042	37	0	4
2025.10.27	16:56:00	153.043	153.046	153.021	153.023	47	0	4
2025.10.27	16:57:00	153.021	153.026	153.012	153.024	42	0	4
2025.10.27	16:58:00	153.029	153.052	153.027	153.038	54	0	3
2025.10.27	16:59:00	153.040	153.040	153.001	153.001	68	0	4
2025.10.27	17:00:00	153.004	153.013	152.987	153.013	69	0	4
2025.10.27	17:01:00	153.013	153.046	153.013	153.039	61	0	4
2025.10.27	17:02:00	153.045	153.057	153.022	153.028	57	0	4
2025.10.27	17:03:00	153.029	153.045	153.021	153.039	50	0	4
2025.10.27	17:04:00	153.038	153.059	153.037	153.057	49	0	4
2025.10.27	17:05:00	153.056	153.061	153.039	153.058	47	0	4
2025.10.27	17:06:00	153.058	153.082	153.052	153.082	53	0	4
2025.10.27	17:07:00	153.081	153.107	153.081	153.105	49	0	4
2025.10.27	17:08:00	153.105	153.110	153.073	153.081	42	0	4
2025.10.27	17:09:00	153.081	153.084	153.075	153.082	38	0	3
2025.10.27	17:10:00	153.081	153.082	153.070	153.072	40	0	4
2025.10.27	17:11:00	153.071	153.084	153.069	153.081	34	0	4
2025.10.27	17:12:00	153.081	153.082	153.069	153.072	47	0	3
2025.10.27	17:13:00	153.071	153.081	153.045	153.046	45	0	4
2025.10.27	17:14:00	153.045	153.050	153.033	153.037	37	0	4
2025.10.27	17:15:00	153.038	153.045	153.033	153.045	39	0	4
2025.10.27	17:16:00	153.045	153.062	153.040	153.045	37	0	4
2025.10.27	17:17:00	153.047	153.064	153.046	153.059	43	0	3
2025.10.27	17:18:00	153.060	153.063	153.054	153.059	27	0	4
2025.10.27	17:19:00	153.058	153.063	153.048	153.050	37	0	4
2025.10.27	17:20:00	153.049	153.055	153.042	153.048	43	0	3
2025.10.27	17:21:00	153.049	153.062	153.046	153.062	39	0	4
2025.10.27	17:22:00	153.059	153.083	153.059	153.064	38	0	3
2025.10.27	17:23:00	153.069	153.095	153.065	153.092	38	0	4
2025.10.27	17:24:00	153.091	153.102	153.085	153.100	30	0	4
2025.10.27	17:25:00	153.098	153.109	153.094	153.109	27	0	4
2025.10.27	17:26:00	153.108	153.108	153.083	153.086	45	0	3
2025.10.27	17:27:00	153.084	153.095	153.079	153.095	31	0	4
2025.10.27	17:28:00	153.096	153.100	153.091	153.093	23	0	4
2025.10.27	17:29:00	153.096	153.098	153.086	153.089	37	0	3
2025.10.27	17:30:00	153.091	153.091	153.073	153.078	31	0	4
2025.10.27	17:31:00	153.077	153.078	153.069	153.072	22	0	4
2025.10.27	17:32:00	153.072	153.072	153.046	153.060	36	0	4
2025.10.27	17:33:00	153.061	153.076	153.050	153.063	43	0	4
2025.10.27	17:34:00	153.061	153.070	153.050	153.051	30	0	3
2025.10.27	17:35:00	153.052	153.086	153.052	153.086	52	0	4
2025.10.27	17:36:00	153.088	153.104	153.073	153.082	53	0	4
2025.10.27	17:37:00	153.084	153.091	153.075	153.083	36	0	4
2025.10.27	17:38:00	153.081	153.098	153.068	153.098	32	0	4
2025.10.27	17:39:00	153.098	153.109	153.091	153.109	31	0	3
2025.10.27	17:40:00	153.109	153.111	153.091	153.098	32	0	4
2025.10.27	17:41:00	153.106	153.109	153.099	153.105	42	0	4
2025.10.27	17:42:00	153.100	153.106	153.095	153.099	33	0	4
2025.10.27	17:43:00	153.095	153.103	153.087	153.095	40	0	4
2025.10.27	17:44:00	153.095	153.098	153.087	153.098	26	0	4
2025.10.27	17:45:00	153.099	153.121	153.098	153.098	31	0	4
2025.10.27	17:46:00	153.098	153.099	153.088	153.098	28	0	4
2025.10.27	17:47:00	153.098	153.109	153.095	153.109	25	0	4
2025.10.27	17:48:00	153.110	153.111	153.098	153.107	27	0	4
2025.10.27	17:49:00	153.107	153.111	153.104	153.106	20	0	4
2025.10.27	17:50:00	153.105	153.107	153.098	153.098	23	0	3
2025.10.27	17:51:00	153.099	153.110	153.098	153.110	27	0	4
2025.10.27	17:52:00	153.109	153.110	153.064	153.085	48	0	4
2025.10.27	17:53:00	153.085	153.091	153.056	153.059	49	0	4
2025.10.27	17:54:00	153.052	153.103	153.052	153.096	52	0	4
2025.10.27	17:55:00	153.092	153.092	153.061	153.062	37	0	3
2025.10.27	17:56:00	153.061	153.063	153.052	153.058	44	0	4
2025.10.27	17:57:00	153.060	153.108	153.060	153.089	56	0	3
2025.10.27	17:58:00	153.090	153.104	153.088	153.090	53	0	4
2025.10.27	17:59:00	153.089	153.101	153.087	153.088	51	0	4
2025.10.27	18:00:00	153.087	153.090	153.067	153.067	51	0	4
2025.10.27	18:01:00	153.073	153.075	153.063	153.067	55	0	4
2025.10.27	18:02:00	153.068	153.070	153.032	153.032	55	0	4
2025.10.27	18:03:00	153.031	153.061	153.025	153.061	36	0	4
2025.10.27	18:04:00	153.057	153.059	153.049	153.052	15	0	4
2025.10.27	18:05:00	153.053	153.063	153.047	153.063	22	0	3
2025.10.27	18:06:00	153.062	153.075	153.062	153.072	21	0	3
2025.10.27	18:07:00	153.063	153.065	153.052	153.063	23	0	3
2025.10.27	18:08:00	153.062	153.066	153.055	153.066	16	0	3
2025.10.27	18:09:00	153.069	153.075	153.061	153.075	21	0	3
2025.10.27	18:10:00	153.075	153.075	153.045	153.047	24	0	3
2025.10.27	18:11:00	153.047	153.065	153.047	153.065	18	0	3
2025.10.27	18:12:00	153.064	153.065	153.048	153.051	29	0	4
2025.10.27	18:13:00	153.051	153.062	153.051	153.058	27	0	4
2025.10.27	18:14:00	153.058	153.064	153.054	153.062	11	0	4
2025.10.27	18:15:00	153.062	153.081	153.062	153.075	13	0	4
2025.10.27	18:16:00	153.076	153.081	153.061	153.071	28	0	4
2025.10.27	18:17:00	153.071	153.084	153.071	153.074	15	0	4
2025.10.27	18:18:00	153.074	153.083	153.071	153.074	25	0	4
2025.10.27	18:19:00	153.075	153.075	153.070	153.071	14	0	4
2025.10.27	18:20:00	153.068	153.068	153.054	153.057	33	0	3
2025.10.27	18:21:00	153.058	153.063	153.058	153.061	18	0	4
2025.10.27	18:22:00	153.059	153.061	153.055	153.060	32	0	3
2025.10.27	18:23:00	153.059	153.062	153.054	153.059	22	0	3
2025.10.27	18:24:00	153.059	153.059	153.049	153.051	19	0	4
2025.10.27	18:25:00	153.054	153.061	153.051	153.059	38	0	4
2025.10.27	18:26:00	153.059	153.060	153.049	153.054	37	0	3
2025.10.27	18:27:00	153.054	153.060	153.047	153.059	29	0	4
2025.10.27	18:28:00	153.059	153.060	153.058	153.060	17	0	4
2025.10.27	18:29:00	153.060	153.063	153.058	153.062	24	0	4
2025.10.27	18:30:00	153.063	153.063	153.037	153.037	47	0	4
2025.10.27	18:31:00	153.037	153.054	153.037	153.051	28	0	4
2025.10.27	18:32:00	153.051	153.057	153.046	153.057	32	0	4
2025.10.27	18:33:00	153.057	153.064	153.046	153.051	40	0	3
2025.10.27	18:34:00	153.051	153.052	153.029	153.029	38	0	4
2025.10.27	18:35:00	153.030	153.043	153.023	153.042	38	0	4
2025.10.27	18:36:00	153.043	153.045	153.019	153.022	36	0	4
2025.10.27	18:37:00	153.022	153.033	153.008	153.031	24	0	4
2025.10.27	18:38:00	153.035	153.041	153.033	153.038	26	0	4
2025.10.27	18:39:00	153.038	153.040	153.010	153.026	42	0	4
2025.10.27	18:40:00	153.025	153.039	153.025	153.038	25	0	3
2025.10.27	18:41:00	153.038	153.038	153.021	153.036	33	0	3
2025.10.27	18:42:00	153.036	153.042	153.036	153.040	29	0	3
2025.10.27	18:43:00	153.039	153.041	153.026	153.035	21	0	3
2025.10.27	18:44:00	153.034	153.047	153.032	153.047	24	0	4
2025.10.27	18:45:00	153.048	153.049	153.043	153.045	18	0	4
2025.10.27	18:46:00	153.041	153.049	153.041	153.046	28	0	4
2025.10.27	18:47:00	153.046	153.047	153.043	153.045	20	0	4
2025.10.27	18:48:00	153.045	153.048	153.039	153.040	35	0	4
2025.10.27	18:49:00	153.040	153.041	153.010	153.023	37	0	4
2025.10.27	18:50:00	153.023	153.026	153.002	153.005	29	0	4
2025.10.27	18:51:00	153.005	153.005	152.981	152.987	25	0	3
2025.10.27	18:52:00	152.987	152.988	152.975	152.978	37	0	3
2025.10.27	18:53:00	152.978	152.994	152.976	152.993	35	0	4
2025.10.27	18:54:00	152.992	153.000	152.992	152.999	19	0	4
2025.10.27	18:55:00	152.999	153.008	152.992	153.008	36	0	4
2025.10.27	18:56:00	153.006	153.011	152.999	152.999	33	0	4
2025.10.27	18:57:00	153.000	153.010	153.000	153.001	47	0	4
2025.10.27	18:58:00	153.002	153.008	152.990	152.990	35	0	4
2025.10.27	18:59:00	152.991	152.999	152.989	152.993	33	0	4
2025.10.27	19:00:00	152.993	153.002	152.993	153.001	38	0	4
2025.10.27	19:01:00	153.001	153.003	152.998	153.000	15	0	4
2025.10.27	19:02:00	153.001	153.001	152.955	152.957	44	0	4
2025.10.27	19:03:00	152.959	152.962	152.946	152.948	44	0	4
2025.10.27	19:04:00	152.948	152.960	152.940	152.960	35	0	4
2025.10.27	19:05:00	152.960	152.976	152.960	152.968	36	0	4
2025.10.27	19:06:00	152.969	152.985	152.966	152.975	27	0	4
2025.10.27	19:07:00	152.975	152.990	152.970	152.990	31	0	4
2025.10.27	19:08:00	152.998	153.009	152.995	153.003	25	0	4
2025.10.27	19:09:00	153.004	153.006	152.994	153.002	25	0	4
2025.10.27	19:10:00	153.001	153.002	152.992	152.992	30	0	4
2025.10.27	19:11:00	152.994	153.003	152.992	153.000	16	0	4
2025.10.27	19:12:00	153.000	153.005	153.000	153.004	31	0	4
2025.10.27	19:13:00	153.005	153.016	153.003	153.016	29	0	4
2025.10.27	19:14:00	153.014	153.016	152.995	153.000	33	0	3
2025.10.27	19:15:00	153.001	153.004	152.995	153.004	23	0	4
2025.10.27	19:16:00	153.003	153.005	152.999	153.001	22	0	4
2025.10.27	19:17:00	153.001	153.025	152.999	153.023	31	0	4
2025.10.27	19:18:00	153.023	153.040	153.021	153.038	26	0	4
2025.10.27	19:19:00	153.037	153.048	153.037	153.048	28	0	4
2025.10.27	19:20:00	153.048	153.049	153.033	153.037	40	0	4
2025.10.27	19:21:00	153.038	153.040	153.033	153.033	29	0	4
2025.10.27	19:22:00	153.032	153.034	153.027	153.029	23	0	4
2025.10.27	19:23:00	153.030	153.046	153.030	153.046	26	0	4
2025.10.27	19:24:00	153.044	153.049	153.039	153.047	30	0	4
2025.10.27	19:25:00	153.047	153.058	153.046	153.053	40	0	3
2025.10.27	19:26:00	153.053	153.060	153.053	153.060	21	0	3
2025.10.27	19:27:00	153.059	153.061	153.058	153.061	25	0	3
2025.10.27	19:28:00	153.061	153.064	153.057	153.062	28	0	3
2025.10.27	19:29:00	153.062	153.064	153.056	153.058	32	0	4
2025.10.27	19:30:00	153.055	153.069	153.050	153.063	38	0	3
2025.10.27	19:31:00	153.063	153.068	153.056	153.059	26	0	4
2025.10.27	19:32:00	153.059	153.068	153.059	153.066	20	0	4
2025.10.27	19:33:00	153.065	153.082	153.065	153.077	25	0	4
2025.10.27	19:34:00	153.078	153.078	153.069	153.071	23	0	4
2025.10.27	19:35:00	153.071	153.071	153.059	153.063	21	0	4
2025.10.27	19:36:00	153.064	153.074	153.061	153.074	11	0	4
2025.10.27	19:37:00	153.075	153.079	153.070	153.079	23	0	4
2025.10.27	19:38:00	153.078	153.078	153.072	153.075	13	0	4
2025.10.27	19:39:00	153.075	153.080	153.071	153.079	22	0	2
2025.10.27	19:40:00	153.078	153.082	153.078	153.081	16	0	4
2025.10.27	19:41:00	153.081	153.087	153.081	153.085	30	0	4
2025.10.27	19:42:00	153.085	153.086	153.076	153.084	27	0	3
2025.10.27	19:43:00	153.084	153.087	153.081	153.085	21	0	3
2025.10.27	19:44:00	153.085	153.092	153.083	153.092	12	0	4
2025.10.27	19:45:00	153.087	153.088	153.083	153.086	23	0	3
2025.10.27	19:46:00	153.085	153.086	153.082	153.084	22	0	4
2025.10.27	19:47:00	153.084	153.086	153.081	153.085	15	0	3
2025.10.27	19:48:00	153.085	153.093	153.083	153.089	22	0	4
2025.10.27	19:49:00	153.085	153.087	153.081	153.085	19	0	4
2025.10.27	19:50:00	153.085	153.085	153.082	153.084	19	0	4
2025.10.27	19:51:00	153.085	153.085	153.070	153.073	14	0	4
2025.10.27	19:52:00	153.074	153.075	153.052	153.056	24	0	4
2025.10.27	19:53:00	153.056	153.056	153.049	153.051	19	0	4
2025.10.27	19:54:00	153.052	153.060	153.050	153.056	21	0	4
2025.10.27	19:55:00	153.053	153.054	153.050	153.053	22	0	4
2025.10.27	19:56:00	153.056	153.062	153.056	153.061	27	0	4
2025.10.27	19:57:00	153.063	153.064	153.058	153.063	20	0	4
2025.10.27	19:58:00	153.064	153.065	153.059	153.061	24	0	4
2025.10.27	19:59:00	153.063	153.063	153.056	153.059	28	0	4
2025.10.27	20:00:00	153.056	153.063	153.051	153.061	20	0	4
2025.10.27	20:01:00	153.062	153.064	153.056	153.062	24	0	4
2025.10.27	20:02:00	153.061	153.066	153.061	153.062	22	0	4
2025.10.27	20:03:00	153.063	153.063	153.060	153.060	16	0	4
2025.10.27	20:04:00	153.061	153.066	153.053	153.055	25	0	4
2025.10.27	20:05:00	153.056	153.063	153.053	153.062	24	0	4
2025.10.27	20:06:00	153.062	153.062	153.053	153.056	24	0	4
2025.10.27	20:07:00	153.057	153.057	153.049	153.050	21	0	4
2025.10.27	20:08:00	153.050	153.052	153.046	153.048	23	0	4
2025.10.27	20:09:00	153.046	153.051	153.046	153.048	14	0	4
2025.10.27	20:10:00	153.047	153.049	153.045	153.048	24	0	4
2025.10.27	20:11:00	153.047	153.051	153.041	153.045	14	0	4
2025.10.27	20:12:00	153.043	153.047	153.038	153.047	18	0	4
2025.10.27	20:13:00	153.046	153.047	153.040	153.042	18	0	4
2025.10.27	20:14:00	153.043	153.046	153.037	153.037	20	0	4
2025.10.27	20:15:00	153.038	153.038	153.027	153.027	26	0	3
2025.10.27	20:16:00	153.028	153.034	153.026	153.028	22	0	3
2025.10.27	20:17:00	153.028	153.039	153.028	153.038	20	0	4
2025.10.27	20:18:00	153.040	153.040	153.035	153.035	14	0	4
2025.10.27	20:19:00	153.036	153.040	153.029	153.032	20	0	4
2025.10.27	20:20:00	153.033	153.043	153.033	153.042	18	0	4
2025.10.27	20:21:00	153.044	153.049	153.043	153.047	22	0	4
2025.10.27	20:22:00	153.048	153.048	153.045	153.045	23	0	4
2025.10.27	20:23:00	153.041	153.050	153.041	153.050	17	0	4
2025.10.27	20:24:00	153.050	153.051	153.049	153.049	9	0	4
2025.10.27	20:25:00	153.048	153.049	153.044	153.049	18	0	4
2025.10.27	20:26:00	153.049	153.050	153.045	153.046	25	0	4
2025.10.27	20:27:00	153.048	153.048	153.042	153.048	31	0	4
2025.10.27	20:28:00	153.047	153.062	153.047	153.059	32	0	4
2025.10.27	20:29:00	153.060	153.060	153.057	153.058	19	0	4
2025.10.27	20:30:00	153.058	153.061	153.053	153.059	22	0	4
2025.10.27	20:31:00	153.059	153.059	153.045	153.045	28	0	4
2025.10.27	20:32:00	153.044	153.048	153.044	153.045	28	0	4
2025.10.27	20:33:00	153.045	153.049	153.040	153.045	27	0	4
2025.10.27	20:34:00	153.046	153.049	153.045	153.045	21	0	3
2025.10.27	20:35:00	153.045	153.052	153.041	153.050	14	0	3
2025.10.27	20:36:00	153.049	153.051	153.045	153.045	16	0	4
2025.10.27	20:37:00	153.044	153.045	153.026	153.026	26	0	4
2025.10.27	20:38:00	153.025	153.025	153.010	153.014	23	0	4
2025.10.27	20:39:00	153.014	153.015	153.009	153.012	19	0	4
2025.10.27	20:40:00	153.012	153.012	152.998	153.001	18	0	3
2025.10.27	20:41:00	153.001	153.012	153.000	153.012	19	0	4
2025.10.27	20:42:00	153.012	153.012	152.971	152.974	24	0	4
2025.10.27	20:43:00	152.970	152.970	152.888	152.902	61	0	4
